municipios,territorio,regiao_cli,latitude,longitude,acq_date,acq_time,daynight,satellite,frp,NOME_UC,GRUPO,Dominio
Riacho de Santana,VELHO CHICO,São Francisco,-13.85242,-43.22414,2021-09-26,17:07,D,NPP,7.79,,,
Coribe,BACIA DO RIO CORRENTE,São Francisco,-13.93986,-44.23618,2021-09-26,17:07,D,NPP,7.1,,,
Coribe,BACIA DO RIO CORRENTE,São Francisco,-13.93857,-44.22945,2021-09-26,17:07,D,NPP,5.85,,,
Coribe,BACIA DO RIO CORRENTE,São Francisco,-13.93735,-44.23535,2021-09-26,17:07,D,NPP,7.92,,,
Coribe,BACIA DO RIO CORRENTE,São Francisco,-13.93602,-44.22867,2021-09-26,17:07,D,NPP,6.08,,,
Iramaia,CHAPADA DIAMANTINA,Chapada Diamantina,-13.38524,-40.909,2021-09-26,17:07,D,NPP,22.06,,,
Iramaia,CHAPADA DIAMANTINA,Chapada Diamantina,-13.38656,-40.91519,2021-09-26,17:07,D,NPP,21.76,,,
Iramaia,CHAPADA DIAMANTINA,Chapada Diamantina,-13.50142,-40.78554,2021-09-26,17:07,D,NPP,14.52,,,
Feira da Mata,VELHO CHICO,São Francisco,-14.08972,-44.29229,2021-09-26,17:07,D,NPP,5.63,,,
Feira da Mata,VELHO CHICO,São Francisco,-14.208,-44.45308,2021-09-26,17:07,D,NPP,4.06,,,
Manoel Vitorino,MÉDIO RIO DE CONTAS,Sudoeste,-14.05297,-40.74433,2021-09-26,17:07,D,NPP,12.36,,,
Manoel Vitorino,MÉDIO RIO DE CONTAS,Sudoeste,-14.05464,-40.74145,2021-09-26,17:07,D,NPP,13.57,,,
Igaporã,VELHO CHICO,São Francisco,-13.85691,-42.61989,2021-09-26,17:07,D,NPP,5.05,,,
Carinhanha,VELHO CHICO,São Francisco,-14.16203,-44.02371,2021-09-26,17:07,D,NPP,5.98,,,
Carinhanha,VELHO CHICO,São Francisco,-14.16741,-44.02265,2021-09-26,17:07,D,NPP,5.98,,,
Palmas de Monte Alto,SERTÃO PRODUTIVO,São Francisco,-14.01274,-43.0024,2021-09-26,17:07,D,NPP,2.5,,,
Palmas de Monte Alto,SERTÃO PRODUTIVO,São Francisco,-14.01237,-43.0012,2021-09-26,17:07,D,NPP,3.3,,,
Palmas de Monte Alto,SERTÃO PRODUTIVO,São Francisco,-14.47492,-43.36945,2021-09-26,17:07,D,NPP,14.98,,,
Palmas de Monte Alto,SERTÃO PRODUTIVO,São Francisco,-14.47416,-43.36562,2021-09-26,17:07,D,NPP,29.7,,,
Pindaí,SERTÃO PRODUTIVO,São Francisco,-14.51407,-42.5867,2021-09-26,17:07,D,NPP,1.87,,,
Presidente Jânio Quadros,SUDOESTE BAIANO,Sudoeste,-14.55429,-41.74091,2021-09-26,17:07,D,NPP,8.34,,,
Maetinga,SUDOESTE BAIANO,Sudoeste,-14.65982,-41.40664,2021-09-26,17:07,D,NPP,16.52,,,
Maetinga,SUDOESTE BAIANO,Sudoeste,-14.63709,-41.50047,2021-09-26,17:07,D,NPP,9.45,,,
Maetinga,SUDOESTE BAIANO,Sudoeste,-14.66263,-41.40394,2021-09-26,17:07,D,NPP,12.6,,,
Tremedal,SUDOESTE BAIANO,Sudoeste,-14.87954,-41.60136,2021-09-26,17:07,D,NPP,9.02,,,
Tremedal,SUDOESTE BAIANO,Sudoeste,-14.83696,-41.30408,2021-09-26,17:07,D,NPP,6.77,,,
Tremedal,SUDOESTE BAIANO,Sudoeste,-14.88448,-41.60168,2021-09-26,17:07,D,NPP,6.53,,,
Tremedal,SUDOESTE BAIANO,Sudoeste,-14.96897,-41.48287,2021-09-26,17:07,D,NPP,15.98,,,
Tremedal,SUDOESTE BAIANO,Sudoeste,-14.96688,-41.48631,2021-09-26,17:07,D,NPP,9.19,,,
Tremedal,SUDOESTE BAIANO,Sudoeste,-14.96568,-41.48076,2021-09-26,17:07,D,NPP,9.19,,,
Tremedal,SUDOESTE BAIANO,Sudoeste,-15.24917,-41.46871,2021-09-26,17:07,D,NPP,14.74,,,
Belo Campo,SUDOESTE BAIANO,Sudoeste,-14.91266,-41.24553,2021-09-26,17:07,D,NPP,6.79,,,
Belo Campo,SUDOESTE BAIANO,Sudoeste,-15.11411,-41.24531,2021-09-26,17:07,D,NPP,10.64,,,
Belo Campo,SUDOESTE BAIANO,Sudoeste,-15.11299,-41.24003,2021-09-26,17:07,D,NPP,10.64,,,
Belo Campo,SUDOESTE BAIANO,Sudoeste,-15.11928,-41.23881,2021-09-26,17:07,D,NPP,10.64,,,
Piripá,SUDOESTE BAIANO,Sudoeste,-15.01322,-41.69504,2021-09-26,17:07,D,NPP,41.0,,,
Piripá,SUDOESTE BAIANO,Sudoeste,-15.01248,-41.69761,2021-09-26,17:07,D,NPP,24.06,,,
Piripá,SUDOESTE BAIANO,Sudoeste,-15.0114,-41.69257,2021-09-26,17:07,D,NPP,26.7,,,
Piripá,SUDOESTE BAIANO,Sudoeste,-15.01746,-41.69104,2021-09-26,17:07,D,NPP,26.7,,,
Vitória da Conquista,SUDOESTE BAIANO,Sudoeste,-14.98871,-40.97296,2021-09-26,17:07,D,NPP,8.16,,,
Vitória da Conquista,SUDOESTE BAIANO,Sudoeste,-14.98876,-40.96941,2021-09-26,17:07,D,NPP,5.95,,,
Vitória da Conquista,SUDOESTE BAIANO,Sudoeste,-15.40469,-41.12606,2021-09-26,17:07,D,NPP,7.13,,,
Vitória da Conquista,SUDOESTE BAIANO,Sudoeste,-15.40561,-41.09964,2021-09-26,17:07,D,NPP,92.01,,,
Vitória da Conquista,SUDOESTE BAIANO,Sudoeste,-15.40453,-41.09459,2021-09-26,17:07,D,NPP,92.01,,,
